ID,Title,Categories,Tags,URL,Published Date
30007,posit::glimpse() Newsletter – August 2025,Products and Technology,"Glimpse, posit::glimpse",https://posit.co/blog/posit-glimpse-newsletter-august-2025/,2025-08-27 16:26:43
30077,"Announcing posit::conf(2025) Virtual Day, Sept 16th!",Company News and Events,"conf, posit::conf, virtual day",https://posit.co/blog/posit-conf-2025-virtual-day/,2025-08-27 13:59:08
29935,Announcing the 2025 Table and Plotnine Contests,Company News and Events,"Plotnine Contest, Table Contest",https://posit.co/blog/announcing-the-2025-table-and-plotnine-contests/,2025-08-21 16:06:26
26946,Setting up local LLMs for R and Python,Products and Technology,"chatlas, ellmer",https://posit.co/blog/setting-up-local-llms-for-r-and-python/,2025-08-19 9:04:00
29913,Which AI model writes the best R code?,Products and Technology,"AI, BTW, ellmer, llm",https://posit.co/blog/r-llm-evaluation-02/,2025-08-15 15:33:00
29496,"Smarter Science, Better Tools: Discover What’s New in Posit for Fall '25",Products and Technology,"Chronicle, databricks, positron, snowflake",https://posit.co/blog/customer-product-announcement-aug-2025/,2025-08-14 13:10:17
29831,Responsible by Design: Building AI That Works With You,Products and Technology,"Fall 2025 Product Announcement, positron",https://posit.co/blog/positron-ai-product-announcement-aug-2025/,2025-08-14 13:04:58
29823,"Announcing Positron, a new Data Science IDE",Products and Technology,"Fall 2025 Product Announcement, positron",https://posit.co/blog/positron-product-announcement-aug-2025/,2025-08-14 13:04:02
29607,New Posit platform insights with Chronicle,Products and Technology,"Fall 2025 Product Announcement, Posit Chronicle, posit team",https://posit.co/blog/chronicle-product-announcement-aug-2025/,2025-08-14 13:01:44
29684,"Unlock your Posit Platform's full potential, turning usage data into actionable insights",Products and Technology,"Fall 2025 Product Announcement, Posit Chronicle, Posit Connect, Posit Workbench",https://posit.co/blog/deeper-auditing-announcement-aug-2025/,2025-08-14 13:00:26
29464,Do data science better: Try Posit for Snowflake’s powerful new tools,Products and Technology,"Fall 2025 Product Announcement, Posit Workbench, positron, snowflake",https://posit.co/blog/posit-snowflake-product-announcement-aug-2025/,2025-08-12 21:47:18
29481,Unlock new ways to work with Posit and Databricks,Products and Technology,"databricks, Fall 2025 Product Announcement",https://posit.co/blog/posit-databricks-product-announcement-aug-2025/,2025-08-12 21:46:32
29512,How to build a Streamlit app in Positron,Products and Technology,"positron, Python, streamlit",https://posit.co/blog/streamlit-in-positron/,2025-08-11 8:47:00
29198,Jonathan McPherson and the posit::conf(2025) Keynote Lineup,Company News and Events,"posit::conf, posit::conf(2025)",https://posit.co/blog/posit-conf-2025-keynotes/,2025-08-04 19:14:13
29085,Exploratory Data Analysis with R in Positron,Deep Dives,positron,https://posit.co/blog/eda-in-positron/,2025-08-04 13:47:34
29149,Posit Professional Drivers 2025.07.0,Products and Technology,"pro drivers, professional drivers, release",https://posit.co/blog/pro-drivers-2025-07-0/,2025-08-01 14:09:03
29104,What’s inside the Positron Lounge Experience,Company News and Events,"posit::conf, posit::conf(2025), positron",https://posit.co/blog/posit-conf-2025-positron-lounge/,2025-07-31 16:28:55
28826,openstatsware: From the mmrm R package to a lively community,Industry,"mmrm, openstatsware, pharma",https://posit.co/blog/openstatsware-interview/,2025-07-29 14:06:20
28956,A quick tour of Positron,Products and Technology,positron,https://posit.co/blog/a-quick-tour-of-positron/,2025-07-28 13:45:10
28948,Which AI model writes the best Pandas code?,Products and Technology,"AI, llm, Python",https://posit.co/blog/python-llm-evaluation/,2025-07-25 9:15:00
28913,How to convince your boss you should attend posit::conf(2025),Company News and Events,"conf, posit::conf, posit::conf(2025)",https://posit.co/blog/posit-conf-2025-convince-your-boss/,2025-07-24 12:25:23
28820,Introducing Error Assist on Connect Cloud: Your AI-Powered Troubleshooting Companion,Products and Technology,"Connect Cloud, Posit Connect Cloud, release",https://posit.co/blog/connect-cloud-error-assist/,2025-07-22 15:36:03
28702,Your LLM-powered guide to the posit::conf(2025) agenda,Company News and Events,"conf, posit::conf, posit::conf(2025), shiny",https://posit.co/blog/posit-conf-2025-agenda/,2025-07-16 22:45:45
28671,Introducing Orbital for converting Scikit-learn pipelines into SQL queries,Products and Technology,"orbital, Scikit-learn",https://posit.co/blog/introducing-orbital-for-scikit-learn-pipelines/,2025-07-14 8:58:00
28641,How to use natural language data science with RStudio and Amazon SageMaker,Products and Technology,"amazon sagemaker, gander, RStudio",https://posit.co/blog/natural-language-data-science-with-rstudio-and-sagemaker/,2025-07-09 8:30:00
28649,Embracing open-source data science for smarter financial risk decisions,Industry,Finance,https://posit.co/blog/risk-management-open-source-data-science/,2025-07-08 19:01:00
28360,Posit @ PyCon US 2025: Try Our Demo Labs!,Company News and Events,"chatlas, positron, quarto, shiny",https://posit.co/blog/posit-at-pycon-us-2025/,2025-06-30 8:56:00
28422,Three major updates to the Plotnine website,Company News and Events,plotnine,https://posit.co/blog/three-major-updates-to-the-plotnine-website/,2025-06-26 13:12:50
28362,Deploying Scikit-learn models for in-database scoring with Snowflake,Products and Technology,"orbital, Scikit-learn, snowflake, tidymodels",https://posit.co/blog/snowflake-orbital-scikit-learn-models/,2025-06-25 15:09:00
28148,Trail Running Meets Data Science: Adventures with LLMs and Race Stats,Deep Dives,"llm, querychat",https://posit.co/blog/race-stats-dashboard-querychat/,2025-06-17 9:14:00
27881,Posit PBC Awarded 2025 Databricks Developer Tools Partner of the Year at Data + AI Summit,Company News and Events,databricks,https://posit.co/blog/posit-2025-databricks-developer-tools-partner-of-the-year/,2025-06-10 13:07:41
27968,Introducing Connect Cloud for Organizations: A Flexible Way for Data Teams to Deploy and Share,Products and Technology,"Connect Cloud, Posit Connect Cloud, release",https://posit.co/blog/connect-cloud-for-organizations/,2025-06-09 12:44:37
27982,Deploy R or Python models to production in Databricks using Orbital,Products and Technology,"databricks, orbital, Scikit-learn, tidymodels",https://posit.co/blog/databricks-orbital-r-python-model-deployment/,2025-06-09 11:49:00
27511,"Level Up Your Python Tables: Structure, Style, and Clarity with Great Tables",Products and Technology,"great tables, Python",https://posit.co/blog/level-up-great-tables/,2025-06-05 8:59:00
27774,Introducing Portable Linux R Binary Packages,Products and Technology,Posit Package Manager,https://posit.co/blog/introducing-portable-linux-r-binary-packages/,2025-06-04 8:47:00
27853,Posit and Typst,Company News and Events,"open source, quarto, Typst",https://posit.co/blog/posit-and-typst/,2025-06-03 13:29:43
27382,Which AI model writes the best R code?,Products and Technology,"AI, BTW, ellmer, llm",https://posit.co/blog/r-llm-evaluation/,2025-06-02 8:50:00
27598,Natural language data science with RStudio and Databricks,Deep Dives,"AI, databricks, gander, llm, Posit Workbench",https://posit.co/blog/natural-language-data-science-with-rstudio-and-databricks/,2025-05-30 12:49:00
27595,Computer vision with LLMs in R,Deep Dives,"AI, ellmer, Kuzco, llm",https://posit.co/blog/kuzco-computer-vision-with-llms-in-r/,2025-05-30 9:01:00
27593,Easy tool calls with ellmer and chatlas,Deep Dives,"AI, chatlas, ellmer, llm, Tool Calling",https://posit.co/blog/easy-tool-calls-with-ellmer-and-chatlas/,2025-05-28 19:25:00
27600,R Package Repository Snapshots for Clinical Trial Submissions,Industry,"pharma, Posit Package Manager",https://posit.co/blog/r-package-snapshots-for-clinical-trial-submissions/,2025-05-28 8:51:00
27215,Teaching chat apps about R packages,Products and Technology,"AI, BTW, ellmer, llm",https://posit.co/blog/custom-chat-app/,2025-05-26 9:41:00
27355,Posit Package Manager for Python Data Teams,Products and Technology,"Posit Package Manager, pypi, Python",https://posit.co/blog/posit-package-manager-for-python-data-teams/,2025-05-21 13:54:27
27217,Five essential models for data scientists in finance,Industry,Finance,https://posit.co/blog/five-essential-models-for-data-scientists-in-finance/,2025-05-20 9:14:00
27202,Registration for posit::conf(2025)’s virtual experience is now open,Company News and Events,"conf, posit::conf, posit::conf(2025)",https://posit.co/blog/posit-conf-2025-virtual-experience-registration/,2025-05-15 14:49:10
27093,Posit with Snowflake: A Sweet Spot for Data Scientists,Products and Technology,"chores, gander, ODBC, orbital, Posit Workbench, snowflake, snowpark container services",https://posit.co/blog/posit-with-snowflake-a-sweet-spot-for-data-scientists/,2025-05-09 17:03:43
27083,RStudio IDE and Posit Workbench 2025.05.0: What’s New,Products and Technology,"chatlas, ellmer, Posit Workbench, release, RStudio",https://posit.co/blog/rstudio-2025-05-0-whats-new/,2025-05-08 0:00:00
27035,Shiny for Python Live Coding Video Series,Deep Dives,"Python, shiny",https://posit.co/blog/shiny-with-python-live-coding-video-series/,2025-05-07 14:06:55
26624,Running AI/LLM Hackathons at Posit: What We’ve Learned,Data Science Leadership,"chatlas, ellmer, llm, ragnar",https://posit.co/blog/llm-hackathon-lessons-learned/,2025-04-30 18:30:11
26812,New Book: Python Polars: The Definitive Guide Now Available,Company News and Events,"Polars, Python",https://posit.co/blog/python-polars-the-definitive-guide-now-available/,2025-04-29 18:29:09
26564,Quarto with Python Live Coding Video Series,Deep Dives,"Python, quarto",https://posit.co/blog/quarto-with-python-live-coding-video-series/,2025-04-24 14:03:38
26456,Posit Package Manager 2025.04.0: Level Up Your Package Security & Compliance,Products and Technology,"Posit Package Manager, release",https://posit.co/blog/posit-package-manager-2025-04-0/,2025-04-23 13:36:07
26313,Johnson & Johnson’s Open Source Journey in R,Company News and Events,pharma,https://posit.co/blog/johnson-johnsons-open-source-journey-in-r-registration/,2025-04-17 16:45:04
26190,Using Service Account identities to query external data sources in published content on Posit Connect,Products and Technology,"databricks, OAuth, Posit Connect",https://posit.co/blog/using-service-account-identities-posit-connect/,2025-04-15 8:55:00
26073,posit::glimpse() Newsletter - April 2025,Roundups,"Air, Glimpse, plotnine, pointblank, posit::glimpse, Python, quarto, tidymodels",https://posit.co/blog/posit-glimpse-newsletter-april-2025/,2025-04-11 15:01:26
26181,Introducing chores,Products and Technology,"AI, chores, ellmer, llm",https://posit.co/blog/introducing-chores/,2025-04-08 8:57:00
25384,Hadley Wickham on effective R and Python data science workflows,Products and Technology,"Posit Connect, Posit Workbench",https://posit.co/blog/hadley-wickham-on-effective-r-and-python-data-science-workflows/,2025-03-27 13:51:45
25292,"Text Summarization, Translation, and Classification using LLMs: mall does it all",Deep Dives,"AI, mall, text analysis",https://posit.co/blog/mall-ai-powered-text-analysis/,2025-03-25 6:49:00
25422,Announcing chatlas: A package for interacting with Large Language Models in Python,Products and Technology,"AI, chatlas, Python",https://posit.co/blog/announcing-chatlas/,2025-03-24 6:53:00
25461,Posit Professional Drivers 2025.03.0: Featuring Ubuntu 24.04 Support and More,Products and Technology,"pro drivers, professional drivers, release",https://posit.co/blog/pro-drivers-2025-03-0/,2025-03-21 14:08:48
25334,Generate data with an LLM and ellmer,Deep Dives,"AI, Artificial Intelligence, ellmer, llm, shiny",https://posit.co/blog/generate-data-with-an-llm-and-ellmer/,2025-03-20 13:19:00
25338,Host your Gradio applications on Posit Connect,Products and Technology,"Connect, Gradio, Posit Connect, Python",https://posit.co/blog/posit-connect-gradio-support/,2025-03-19 8:19:00
25097,Announcing secure AI-Assisted data science in R with Posit and Snowflake Cortex,Products and Technology,"Cloud, Posit Workbench, snowflake",https://posit.co/blog/ai-assisted-ai-posit-snowflake-cortex/,2025-03-18 10:02:00
25336,Introducing Pointblank: Data Validation in Python,Products and Technology,"data validation, great tables, pointblank, Python",https://posit.co/blog/introducing-pointblank-for-python/,2025-03-18 8:49:00
25290,Introducing gander,Products and Technology,"AI, gander",https://posit.co/blog/introducing-gander/,2025-03-17 8:58:00
25372,Data Science in the Cloud: A Recap of the Snowflake and Posit Webinar,Company News and Events,"Cloud, orbital, Posit Connect, Posit Workbench, snowflake",https://posit.co/blog/data-science-in-the-cloud-snowflake-posit/,2025-03-14 13:48:21
24934,Creating multilingual documentation with Quarto,Products and Technology,quarto,https://posit.co/blog/creating-multilingual-documentation-with-quarto/,2025-03-11 9:23:00
25110,Enabling the pharmaceutical programming community to develop ADaM datasets in R: Four Perspectives From the Maintainers,Industry,"admiral, pharma, PHUSE",https://posit.co/blog/admiral-maintainers-interview/,2025-03-10 16:45:48
25132,Posit at ShinyConf 2025,Company News and Events,"AI, Posit Connect, Posit Connect Cloud, shiny",https://posit.co/blog/posit-at-shinyconf-2025/,2025-03-10 13:36:24
25101,Register for R/Pharma at posit::conf(2025),Company News and Events,"pharma, posit::conf, posit::conf(2025), R/Pharma",https://posit.co/blog/register-for-r-pharma-at-posit-conf-2025/,2025-03-07 14:30:36
24464,Creating Great Tables in Python: Answering your questions,Products and Technology,"great tables, Python",https://posit.co/blog/creating-great-tables-in-python/,2025-03-04 8:56:00
24936,Reticulate 1.41: Simplifying Python Installation and Package Management,Products and Technology,"Python, reticulate, uv",https://posit.co/blog/reticulate-1-41/,2025-03-03 0:00:00
24881,Share your data apps and docs more seamlessly on Connect Cloud,Products and Technology,Posit Connect Cloud,https://posit.co/blog/share-your-data-apps-and-docs-more-seamlessly-on-connect-cloud/,2025-02-27 14:44:29
24909,Announcing ellmer: A package for interacting with Large Language Models in R,Products and Technology,"AI, ellmer",https://posit.co/blog/announcing-ellmer/,2025-02-25 0:00:00
24768,Winners of the Closeread Prize - Data-Driven Scrollytelling with Quarto,Company News and Events,"quarto, scrollytelling",https://posit.co/blog/closeread-prize-winners/,2025-02-24 14:53:31
24757,Collaborating Across Pharma: Open Source Highlights from the PHUSE US Connect 2024 Keynote,Industry,"pharma, PHUSE, R/Pharma",https://posit.co/blog/open-source-highlights-from-the-phuse-us-connect-2024-keynote/,2025-02-20 18:30:24
24616,Discover posit::conf as an Opportunity Scholar,Company News and Events,"opportunity scholars, posit::conf, posit::conf(2024)",https://posit.co/blog/discover-posit-conf-as-an-opportunity-scholar/,2025-02-18 16:58:20
24509,What's New in Posit Package Manager 2024.11.0,Company News and Events,"Metadata Services, Posit Package Manager, pypi, Python, release",https://posit.co/blog/posit-package-manager-2024-11-0/,2025-01-31 14:48:22
24489,The potential for AI-powered Shiny app prototyping with Shiny Assistant,Products and Technology,,https://posit.co/blog/ai-powered-shiny-app-prototyping/,2025-01-29 8:47:00
24274,ShinyConf 2025 Registration and Call for Proposals are open!,Company News and Events,"shiny, shinyconf",https://posit.co/blog/shinyconf-2025-registration-now-open/,2025-01-22 13:51:40
24401,Apply to be an Opportunity Scholar at posit::conf(2025),Company News and Events,"opportunity scholars, posit::conf, posit::conf(2025)",https://posit.co/blog/apply-to-be-an-opportunity-scholar-at-posit-conf-2025/,2025-01-21 14:28:05
24203,2024 Posit Year in Review,Company News and Events,"data science hangout, great tables, gt, Posit Connect, Posit Connect Cloud, Posit Package Manager, posit team, Posit Workbench, positron, quarto, shiny, tidymodels, tidyverse, webR, Year in Review",https://posit.co/blog/2024-posit-year-in-review/,2025-01-15 17:54:55
24189,Speak at posit::conf(2025)!,Company News and Events,"posit::conf, posit::conf(2025)",https://posit.co/blog/speak-at-posit-conf-2025/,2025-01-10 15:00:04
24133,What we did with publication-quality tables in 2024,Roundups,"great tables, gt, Python, Reactable",https://posit.co/blog/what-we-did-with-publication-quality-tables-in-2024/,2024-12-31 17:09:44
23490,Announcing DevOps for Data Science by Alex Gold,"Data Science Essentials, Data Science Leadership","book, Data science",https://posit.co/blog/devops-for-ds/,2024-12-20 10:50:27
24006,Posit’s pledge to support open source,Company News and Events,Open source pledge,https://posit.co/blog/posit-pledge-to-support-open-source/,2024-12-19 21:13:22
23980,Connect Cloud moves into Beta with new features and subscription plans,Products and Technology,"Connect Cloud, Posit Connect Cloud",https://posit.co/blog/connect-cloud-moves-into-beta/,2024-12-19 16:05:50
24013,Unified branding across Posit tools with brand.yml,Products and Technology,"brand.yml, quarto",https://posit.co/blog/unified-branding-across-posit-tools-with-brand-yml/,2024-12-19 0:00:00
23912,RStudio IDE and Posit Workbench 2024.12.0: What’s New,Products and Technology,"Posit Workbench, positron, quarto, release, RStudio",https://posit.co/blog/rstudio-2024-12-0-whats-new/,2024-12-18 12:30:00
23801,Pins in Databricks,Products and Technology,"databricks, pins",https://posit.co/blog/pins-in-databricks/,2024-12-16 14:28:00
23594,posit::conf(2025) in-person registration is now open!,Company News and Events,"posit::conf, posit::conf(2025)",https://posit.co/blog/positconf2025-in-person-registration-is-now-open/,2024-12-05 15:14:53
23541,Use meta shortcode variables with Quarto Includes to insert precise content,Deep Dives,quarto,https://posit.co/blog/quarto-meta-shortcode-variables/,2024-12-04 8:57:00
23440,GSK x Posit Live Event November 2024 Q&A,Company News and Events,"GSK, pharma, Posit Package Manager, Posit Workbench, quarto, validation",https://posit.co/blog/gsk-posit-live-event-nov-2024-qa/,2024-12-03 14:50:03
23471,posit::glimpse() Newsletter - December 2024,Roundups,"AI, Glimpse, Posit Connect Cloud, posit::glimpse, positron, quarto, shiny",https://posit.co/blog/posit-glimpse-newsletter-december-2024/,2024-12-02 15:01:01
23287,Data Career Insights: The value of curiosity and how to cultivate a curious mind,Data Science Leadership,"data career insights, data science hangout",https://posit.co/blog/the-value-of-curiosity-and-how-to-cultivate-a-curious-mind/,2024-11-18 14:04:45
22974,Closeread Prize Announcement - Scrollytelling with Quarto,Company News and Events,quarto,https://posit.co/blog/closeread-prize-announcement/,2024-11-01 19:37:02
22986,Creating a Shiny app that interacts with a database,Products and Technology,,https://posit.co/blog/shiny-with-databases/,2024-11-01 12:05:00
23162,Talk recordings and workshop materials from posit::conf(2024),Company News and Events,"conf, posit::conf",https://posit.co/blog/talks-and-workshops-from-posit-conf-2024/,2024-10-31 0:00:00
23087,Modern Data Governance Integrations in Posit Connect — designed with Novo Nordisk,Products and Technology,"databricks, Microsoft Entra ID, Novo Nordisk, OAuth, Posit Connect, snowflake",https://posit.co/blog/modern-data-governance-integrations-in-posit-connect/,2024-10-30 16:36:54
22768,Tips for implementing custom features in Shiny,Products and Technology,"shiny, shiny for python",https://posit.co/blog/tips-for-implementing-custom-features-in-shiny/,2024-10-24 13:18:01
22991,Posit’s Hadley Wickham honored with the 2025 ASA Award for Statistical Computing and Graphics,Company News and Events,"American Statistical Association, ASA",https://posit.co/blog/hadley-wickham-honored-with-the-2025-asa-award-for-statistical-computing-and-graphics/,2024-10-23 14:08:55
22822,Winners of the 2024 Shiny Contest,Company News and Events,,https://posit.co/blog/winners-of-the-2024-shiny-contest/,2024-10-22 16:53:18
22728,Roche x Posit Live Event Sept 2024 Q&A,Company News and Events,"admiral, clinical trials, fda, open source, pharma, pharmaverse, renv, roche",https://posit.co/blog/roche-posit-live-event-sept-2024-qa/,2024-10-18 13:31:38
22790,Deploying Shiny for Python apps built with Tapyr to Posit Connect,Products and Technology,"Connect, Posit Connect, Python, shiny, shiny for python, tapyr",https://posit.co/blog/deploying-tapyr-on-posit-connect/,2024-10-17 0:00:00
22809,Running tidymodel prediction workflows inside databases with orbital and Snowflake,Products and Technology,"orbital, Posit Workbench, snowflake, tidymodels",https://posit.co/blog/running-tidymodel-prediction-workflows-inside-databases/,2024-10-16 0:00:00
22657,Using Posit Connect to implement dynamic user identity for data governance in published apps,Products and Technology,Posit Connect,https://posit.co/blog/implement-dynamic-user-identity-posit-connect/,2024-10-07 0:00:00
22570,Data Career Insights: Lessons from four senior leaders in the data space,Data Science Leadership,"data career insights, data science hangout",https://posit.co/blog/lessons-from-four-senior-leaders-in-the-data-space/,2024-09-26 18:14:49
22034,RStudio IDE and Posit Workbench 2024.09.0: What’s New,Products and Technology,"Posit Workbench, release, RStudio",https://posit.co/blog/rstudio-2024-09-0-whats-new/,2024-09-24 15:01:41
22481,Improving Shiny app interactivity and performance with ggiraph,Products and Technology,"Databases, databricks, dbplyr, dplyr, ggiraph, ODBC, shiny",https://posit.co/blog/shiny-dashboards-with-ggiraph-and-databases/,2024-09-19 0:00:00
22236,"Posit Package Manager 2024.08.0: Remote administration, advanced logging, and Bioconductor improvements",Products and Technology,"Bioconductor, package manager, Posit Package Manager, release",https://posit.co/blog/posit-package-manager-2024-08-0/,2024-09-13 13:38:44
22320,Takeaways from the R/Pharma Summit at posit::conf(2024),Company News &amp; Events,"AI, pharma, R/Pharma, shiny",https://posit.co/blog/takeaways-from-the-r-pharma-summit-at-posit-conf-2024/,2024-09-12 16:10:57
22269,Winners of the 2024 Plotnine Plotting Contest,Company News and Events,"plotnine, Python",https://posit.co/blog/winner-of-the-2024-plotnine-plotting-contest/,2024-09-09 0:00:00
22192,"Use Posit tools with data in DuckDB, Databricks, and Snowflake",Products and Technology,"Databases, databricks, duckdb, ODBC, snowflake, sparklyr",https://posit.co/blog/databases-with-posit/,2024-09-03 0:00:00
22091,Five highlights from posit::conf(2024),Company News and Events,"conf, posit::conf",https://posit.co/blog/five-highlights-from-posit-conf-2024/,2024-08-22 17:26:13
21763,Automating Quarto reports with parameters,Products and Technology,"Parameters, quarto",https://posit.co/blog/parameterized-quarto/,2024-08-20 0:00:00
21851,Machine learning development with Posit Connect and Airflow,Products and Technology,"machine learning, ml, Posit Connect",https://posit.co/blog/ml-posit-connect-airflow/,2024-08-13 0:00:00
21703,posit::conf(2024) Know before you go,Company News and Events,"conf, posit::conf",https://posit.co/blog/posit-conf-2024-know-before-you-go/,2024-08-08 14:47:32
21601,Roche’s end-to-end R submission for a new drug application,Webinars,,https://posit.co/blog/roches-first-end-to-end-r-journey-to-submission/,2024-08-01 17:27:49
21582,Parallelize R code using user-defined functions (UDFs) in sparklyr,Products and Technology,"api, databricks, pins, tidymodels, User-Defined Functions, vetiver",https://posit.co/blog/databricks-udfs/,2024-08-01 0:00:00
21584,Everything new that's in {gt} 0.11.0,"Open Source, Products and Technology",gt,https://posit.co/blog/everything-new-thats-in-gt-0-11-0/,2024-07-31 0:00:00
21507,Who you might run into at posit::conf(2024),Company News and Events,"conf, posit::conf",https://posit.co/blog/who-you-might-run-into-at-positconf2024/,2024-07-24 3:13:07
21446,Announcing the 2024 Shiny Contest,Company News and Events,"community, contest, shiny, shiny-contest",https://posit.co/blog/announcing-the-2024-shiny-contest/,2024-07-22 14:02:20
21395,Introducing Posit Connect Cloud: Share Your Data Apps and Docs Online,Products and Technology,Posit Connect Cloud,https://posit.co/blog/introducing-posit-connect-cloud/,2024-07-10 13:50:07
21319,Winners of the 2024 Table Contest,Company News and Events,"DT, great_tables, gt, Python, Reactable, rstats, tables",https://posit.co/blog/2024-table-contest-winners/,2024-07-01 16:50:52
21186,Learn Shiny for R with Posit Academy,Training and Education,"Academy, posit academy, shiny",https://posit.co/blog/learn-shiny-for-r-with-posit-academy/,2024-06-17 13:34:25
21071,Registration for posit::conf(2024)'s virtual experience is now open,Company News and Events,"conf, posit::conf",https://posit.co/blog/posit-conf-2024-virtual-experience-registration/,2024-06-05 15:33:06
